text,translation,in_toxic,toxicity,time,time_prediction,time_translation
"@OfficialReplay: I am lowkey tired." ...if you tired be quiet and go to sleep hoe!,&quot;@OfficialReplay: estoy cansada&quot;. ...si te cansaste callate y vete a dormir azada!,False,0.17791537940502167,0.709303617477417,0.048688411712646484,0.6606144905090332
"@Queen_Kaaat: It took a while for you to find me but I was hiding In the lime tree."
@Iemonaids dis bitch in da wrong tree bro.,&quot;@Queen_Kaaat: Te tomó un tiempo encontrarme pero estaba escondida en el tilo&quot;. @Iemonaids dis perra en el árbol equivocado hermano.,True,0.8934674859046936,0.6811189651489258,0.03952336311340332,0.6415948867797852
"@SmeegBaby: Dese hoes be LYIN to all of us nigga",&quot;@SmeegBaby: Dese azadas MENTIRÁ a todos nosotros nigga&quot;,True,0.9543998837471008,0.6312079429626465,0.039452552795410156,0.5917549133300781
"@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;" I slapped a girl on the ass. . She got mad I aint get pussy for a week,&quot;@_GeeWillikers_: Dar palmadas en el culo es una de las mejores cosas. Jaja. 😏&quot; Le di una palmada en el trasero a una chica. . Ella se enojó porque no tendré sexo por una semana,True,0.9913201928138733,0.6208891868591309,0.03804779052734375,0.5828409194946289
"@__Sugga: There's a lane some bitches need to stay in &#128526;" the left n get right the fuck outta our face &#128557;&#128129;&#128536;,&quot;@__Sugga: Hay un carril en el que algunas perras necesitan quedarse 😎&quot; la izquierda y la derecha fuera de nuestra cara 😭💁😘,True,0.9974094033241272,0.6883800029754639,0.03884625434875488,0.6495330333709717
"@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;",&quot;@_rapdreams: las perras sujetan al nigga cuando lo encierran... pero si un nigga va a la universidad o al ejército es una historia diferente. 😴&quot;,True,0.9650418758392334,0.7062828540802002,0.04001116752624512,0.6662712097167969
"@jacaxeltlu: Eventually every bitch turns into that hoe." # Truuu,&quot;@jacaxeltlu: Eventualmente cada perra se convierte en esa azada&quot;. #Truuu,True,0.9827839136123657,0.7404389381408691,0.04005718231201172,0.7003810405731201
"@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5" you got hoes from left to right &#128514;&#128514; do yah thang!,&quot;@ronald_iongi: Ummmmmm está bien http://t.co/4BVLsci5K5&quot; tienes azadas de izquierda a derecha 😂😂 ¡hazlo!,False,0.326058030128479,0.6921048164367676,0.03974628448486328,0.6523580551147461
"A NO BRAINER"
But as soon as this bitch gets rich in political power her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;,&quot;NO ES BRUTO&quot; Pero tan pronto como esta perra se haga rica en poder político ¡sus puntos de vista cambiarán! PUTAS POLÍTICAS! http://t.co/ekEPSjWcyU”,True,0.9799374938011169,0.6382365226745605,0.03879070281982422,0.5994453430175781
"Do you believe these hoes are not in fact loyal?" "I disagree with that I do believe they are in fact the loyalest bunchthese hoes",&quot;¿Crees que estas azadas no son de hecho leales?&quot; &quot;No estoy de acuerdo con eso creo que de hecho son el grupo más leal estas azadas&quot;,False,0.07758557051420212,0.6686611175537109,0.03962874412536621,0.6290316581726074
"I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.",&quot;Probablemente dejo fuera a esta perra con mis copas en mi mano y tu mano en mi otra mano&quot;.,True,0.9904526472091675,0.6299018859863281,0.03758859634399414,0.5923120975494385
"They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch",&quot;Ellos maricas @JonnieSantana: Orioles mezquinos como la mierda ... fueron barridos de esta perra&quot;,True,0.9989169836044312,0.6294312477111816,0.03852963447570801,0.5909011363983154
"Wow you are a bitch" 
 Yes that's already been established anything else you have to say?,&quot;Wow eres una perra&quot; Sí eso ya está establecido ¿algo más que tengas que decir?,True,0.9729670882225037,0.6506338119506836,0.04174351692199707,0.6088898181915283
"You look cute today :)".. "Really?!" Helll no swerve hoe!,&quot;Te ves linda hoy :)&quot;.. &quot;¡¿En serio?!&quot; ¡Diablos no desvía azada!,False,0.13481861352920532,1.2675437927246094,0.03839564323425293,1.2291479110717773
"but pussy is the root of all drama an attribute put up in they head by they mama.",&quot;pero el coño es la raíz de todo drama un atributo puesto en la cabeza por su mamá&quot;.,True,0.8765027523040771,0.6475660800933838,0.03972363471984863,0.6078417301177979
"day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch",&quot;El día del juicio todos estarán mirando el gran jumbotron viéndome follar a esta perra majjinn buu&quot;,True,0.9974289536476135,0.6395704746246338,0.03815126419067383,0.6014187335968018
"don't let your side bitch settle in I might have to headbutt you Evelyn",&quot;No dejes que tu perra lateral se instale puede que tenga que darte un cabezazo Evelyn&quot;,True,0.9888200163841248,0.6457822322845459,0.038324832916259766,0.6074569225311279
"hoes suck my dick cus i look like john stockton hit em wit the choppa luke i am your fatherrr" - @LILBTHEBASEDGOD,&quot;Las azadas me chupan la polla porque me parezco a John Stockton golpéales con el choppa luke soy tu padrerr&quot; - @LILBTHEBASEDGOD,True,0.998060405254364,0.672095775604248,0.037714481353759766,0.6343803405761719
#11 get to hit any bitch on campus he wants to,# 11 puede golpear a cualquier perra en el campus que quiera,True,0.992418646812439,0.616051435470581,0.03862428665161133,0.5774264335632324
#BOB Bass over bitches @HankJohnson11 bitches on his dick fishes on the dock,#BOB Bass sobre perras @HankJohnson11 perras en su polla pesca en el muelle,True,0.99676114320755,0.7061021327972412,0.03978133201599121,0.6663200855255127
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,#QueridosHombresFeministas hay una forma más fácil de tener sexo sin sacrificar tu virilidad... ¡lo mejor de todo es que no incluyen perder el respeto por ti mismo!,True,0.9553439617156982,1.2198059558868408,0.03762412071228027,1.1821811199188232
#IDontHaveTimeFor Ratchet hoes.,#Notengotiempopara las azadas de trinquete.,False,0.3689761757850647,0.6088824272155762,0.02404475212097168,0.5848371982574463
#IHopeSomeday that these hoes just find their own relationship instead of ruining others,#IHopeSomeday que estas azadas simplemente encuentren su propia relación en lugar de arruinar a otros,False,0.508667528629303,0.6628339290618896,0.010040521621704102,0.6527926921844482
#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY,#TjohnGang😈 pequeña perra sígueme! http://t.co/sd8UhT4DNY,True,0.9457874894142151,0.6610488891601562,0.016150712966918945,0.6448979377746582
#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z,#UMightNotGetIn 😂😂😂 fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z,False,0.6750999093055725,0.733558177947998,0.008725166320800781,0.72483229637146
#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,#klokus esta perra tiene la nariz perforada 😂😂😂😂😂😂😂😂 https://t.co/1Ia8Nx6zrS,True,0.9904830455780029,0.7208397388458252,0.009247541427612305,0.7115912437438965
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,👀 RT @Mr_QuenchYaGirl: Un montón de negros jodidos en este Twitter. Realmente estar hablando como perras.,True,0.9833506941795349,0.6075701713562012,0.008807659149169922,0.598761796951294
&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,👉 RT @OfficiallyIce: #GuiltyPleasure viendo peleas de negros en YouTube/Vine/IG,True,0.8875821232795715,0.5821974277496338,0.009426116943359375,0.5727708339691162
&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin "never give up in your dreams"...fuckin fortune cookie ass hoe fuck out my DM's&#8221;,😂😂😂 RT &quot;@TuneLuciano: esta perra acaba de enviarme un mensaje privado diciendo &quot;nunca te rindas en tus sueños&quot;... maldita perra de galleta de la fortuna a la mierda mis mensajes directos&quot;,True,0.9950980544090271,0.6553335189819336,0.009572744369506836,0.6457600593566895
&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,😂😂😂😂 @ shoota1017 perra estaba loca por https://t.co/9C4i4W7Q7D,True,0.9681171178817749,0.7144405841827393,0.017304658889770508,0.6971354484558105
&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;,😂😂😂😂😂 perra bretaña eres mi perro hombre 😂😂😂✌️✌️😩😩😩😩😩😩😹😹🙈🙈🙈🙈,True,0.9727380871772766,0.7304682731628418,0.021631717681884766,0.7088358402252197
&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;,😂😭💀 RT @iDO_me2: Hood azadas aman el equipo de fútbol de Harrell😐,False,0.0033098324202001095,0.625079870223999,0.04004693031311035,0.5850327014923096
&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;,😳 RT @Pr3ttyN33: &quot;@11wdNICK: Creo que todas las dem azadas en LAHHH son regulares ...&quot;. mi compañero de trabajo estaba jugando con Omarion bm 😩,False,0.012551449239253998,0.7186112403869629,0.040508270263671875,0.6781022548675537
&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,😳 RT @UBoyRock17: 😭😭😭 estas azadas egoístas,False,0.5003859400749207,0.6450998783111572,0.03765463829040527,0.6074442863464355
&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2,“@Adrianmayer99: Coño de mierda” @JosephNoonan2,True,0.9942843317985535,0.6763455867767334,0.039374351501464844,0.6369707584381104
&#8220;@Benkasso: I'll beat the pussy up that's a hook right thur&#8221; &#128064;,&quot;@Benkasso: le daré una paliza eso es un gancho el jueves&quot; 👀,True,0.9513882398605347,0.647066593170166,0.0567936897277832,0.5902724266052246
&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours,&quot;@Bossman_Carl: solo quiero hacer algo por alguien&quot; chico suena desesperado que azada ¿cómo empiezas y aplastas esa nariz tuya?,True,0.7103983163833618,0.616443395614624,0.040480613708496094,0.5759623050689697
&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,“@ CMRE24 “Suma mal con el coño”- Dulces” smh,True,0.8737545609474182,0.62099289894104,0.04131650924682617,0.5796759128570557
&#8220;@CiscoAllDay: @1Bcarter if by marrying her to avoid paying child support is a win then yeah lol&#8221;we don't see the hoes the same &amp; that's ok,&quot;@CiscoAllDay: @1Bcarter si casarse con ella para evitar pagar la manutención de los hijos es una victoria entonces sí jajaja&quot; no vemos a las azadas iguales y está bien,False,0.004881503060460091,0.6560328006744385,0.038060665130615234,0.6179714202880859
&#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?,“@CiscoAllDay: @1Bcarter tienes razón. Preferiré a la chica de la derecha sobre Kim cualquier día http://t.co/nbKHCG0bZq”¿puedes apoyar a esa perra?,False,0.036824822425842285,1.7544407844543457,0.03882956504821777,1.7156107425689697
&#8220;@CiscoAllDay: If Miley really got knocked up by Juicy J that shit is wild.... &#128563;&#8221; didn't he say "u say no to ratchet pussy Juicy J can't",&quot;@CiscoAllDay: Si Miley realmente quedó preñada por Juicy J esa mierda es salvaje.... 😳&quot; ¿no dijo &quot;usted dice que no a la vagina de trinquete Juicy J no puede&quot;,True,0.9286651611328125,0.6884515285491943,0.03881335258483887,0.6496376991271973
&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU,&quot;@CiscoAllDay: si tiene un tipo diferente cada dos semanas es posible que sea un vagabundo... #js&quot; no no lo escuchen señoras #DoU,False,0.46031826734542847,1.2874259948730469,0.03906869888305664,1.248356580734253
&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen,“@DrakeTakeCare12: No escuchas cuando hablo tal vez escuches cuando camino”. Esa perra todavía no escucha,True,0.9680354595184326,0.6658492088317871,0.03891921043395996,0.6269292831420898
&#8220;@GANGLANDABBY: What these bitches want from ah nigga &#128526;&#8221;,&quot;@GANGLANDABBY: ¿Qué quieren estas perras de ah nigga 😎&quot;,True,0.9727042317390442,0.6911489963531494,0.03737235069274902,0.6537761688232422
&#8220;@Garricka_: Ima just block you hoes out!&#8221;or block em either one lol,“@Garricka_: ¡Solo bloquearé tus azadas!” o bloquearé cualquiera de ellos jajaja,False,0.34981563687324524,0.7212142944335938,0.03802013397216797,0.6831932067871094
&#8220;@GaryTweets__: It's my dogs birthday &#10084;&#65039;&#8221; you should get it a bad bitch &#128521; #punny,&quot;@GaryTweets__: Es el cumpleaños de mi perro ❤️&quot; deberías hacerlo mal 😉 #punny,True,0.9650582671165466,0.6271982192993164,0.038997650146484375,0.5882003307342529
&#8220;@HerMoufPiece: They be hating on my girl tho but they wish they was the bitch they hating&#8221; this song go,&quot;@HerMoufPiece: Estarán odiando a mi chica pero desearían ser la perra que odian&quot; dice esta canción.,True,0.9383366107940674,0.6268980503082275,0.03815770149230957,0.5887398719787598
&#8220;@Hermosa_Jayy: Can I bring anotha bitch or nah &#128527;&#8221;,“@Hermosa_Jayy: Puedo traer otra perra o no 😏”,True,0.9291820526123047,0.625880241394043,0.03716754913330078,0.5887117385864258
&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh),“@ICEom @SupurMario27 coolin my nig (voz de @1TIMMYTEE)” uhhee (risas de @ICEom),False,0.2593385875225067,0.6239807605743408,0.03776049613952637,0.5862195491790771
&#8220;@JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching,“@JoeBudden: Las perras malas solo son malas hasta que empiezan a hablar de todos modos”. el predicando,True,0.8322782516479492,0.6219885349273682,0.037636518478393555,0.5843510627746582
&#8220;@KaayGQ: Sexy bitch hope she bout it&#8221;,“@KaayGQ: perra sexy espero que lo haga”,True,0.9540805220603943,0.6321468353271484,0.037778377532958984,0.5943670272827148
&#8220;@Leelucas_: @100046729 lol  be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;,“@Leelucas_: @100046729 lol sé genial hijo. Conoces a tu abuela boca calva tiene todos los dientes azada 😂😂,False,0.6717318892478943,1.226966142654419,0.039354801177978516,1.1876111030578613
&#8220;@Leelucas_: @darwinjames125 @100046729 they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;,&quot;@Leelucas_: @darwinjames125 @100046729 no pueden caber en ese pequeño trasero hijo de la calle&quot;perra sabes lo que pasó la última vez que estuvimos en tu calle 😂,True,0.9553151726722717,0.7218005657196045,0.038564443588256836,0.6832354068756104
&#8220;@Leelucas_: Yall on my TL need to be sleep yall got school tomorrow&#8221; bitch I got straight A's ion need to go &#128514;,&quot;@Leelucas_: Todos en mi TL necesitan dormir todos tienen escuela mañana&quot; perra obtuve las mejores calificaciones necesito irme 😂,True,0.75935298204422,0.6780743598937988,0.03940463066101074,0.6386692523956299
&#8220;@M_Rad: I'm going to miss these bitches so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl booty y'all funny as shit,&quot;@M_Rad: Voy a extrañar mucho a estas perras 😭 http://t.co/lUpoqaT2R9&quot; extremo derecho ella descansa sobre el botín de la vieja ustedes son divertidos como la mierda,True,0.9403102993965149,0.7166645526885986,0.03948354721069336,0.6771805286407471
&#8220;@M_Rad: You was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it,&quot;@M_Rad: Estabas con la perra con el culo gordo 😂&quot; la única forma de vivir cuando eres joven esa mierda envejecerá y tendrá muchas abolladuras.,True,0.996970534324646,0.658928632736206,0.03796529769897461,0.6209628582000732
&#8220;@MarieHippy: Bitch niggas pay for hoes just to lay with hoes&#8221; relax one night you'll pay to stay with hoes,&quot;@MarieHippy: Los niggas perra pagan azadas solo para acostarse con azadas&quot; relájate una noche pagarás para quedarte con azadas,True,0.9933496117591858,0.6317553520202637,0.03724217414855957,0.5945122241973877
&#8220;@MarieLeVisual: if your wardrobe consist of mostly leggings you's a hoe&#8221; guilty,“@MarieLeVisual: si tu guardarropa consiste principalmente en calzas eres una puta” culpable,True,0.8503819704055786,0.6989803314208984,0.03863787651062012,0.660341739654541
&#8220;@Nelly_Flexin: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell,&quot;@Nelly_Flexin: ¡¡¡Todas las perras cambian un roo niggas !!!&quot;👀👀 quién diablos,True,0.991669774055481,0.6618998050689697,0.03894805908203125,0.6229512691497803
&#8220;@NoGovy: Smh bitches are such haters !!! How dare they do this to her #blackgirls #jealousy http://t.co/i2nnm1Z1&#8221; YOOO LOOOL,“@NoGovy: ¡Smh las perras son tan haters! ¿Cómo se atreven a hacerle esto a sus #blackgirls #jealousy http://t.co/i2nnm1Z1” YOOO LOOOL,True,0.993567168712616,0.7344675064086914,0.040706634521484375,0.6937599182128906
&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;,“@RileyyBryn: “@devon_sheaa: Solo quiero panda express” panera**” gran botín hoe*** 😂😂😂😂,False,0.004729289095848799,0.7257416248321533,0.04018568992614746,0.6855554580688477
&#8220;@Sair____: you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her,&quot;@Sair____: tienes suerte si tienes el shawty que quieres .. 😏💯&quot; un negro solo intenta quedarse con ella,True,0.910335123538971,0.6334068775177002,0.03864717483520508,0.5947592258453369
&#8220;@TinnyTimm: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say "I love you" &#128527;,“@TinnyTimm: ✊😮 eres genial. Pero eres mi chico me alegro de estar cerca de ti. Perra tonta” como los chicos dicen &quot;te amo&quot; 😏,True,0.953658938407898,0.623276948928833,0.04021477699279785,0.583061695098877
&#8220;@Traceydee98: I want pussy for dinner&#8221;,“@Traceydee98: Quiero coño para la cena”,True,0.9517618417739868,0.6938412189483643,0.03835439682006836,0.6554863452911377
&#8220;@TrillVanillaaa: I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;,&quot;@TrillVanillaaa: tengo ganas de hacer twerking 😂😂&quot; Es por eso que tu vagina apestaba 🙅,True,0.9418421983718872,0.6242690086364746,0.037177324295043945,0.5870914459228516
&#8220;@Tylar____: This single shit so boring &#128555;&#128530;&#8221;suck it bitch,“@Tylar____: Esta mierda soltera es tan aburrida 😫😒” chúpalo perra,True,0.9972232580184937,0.6254074573516846,0.03872537612915039,0.586681604385376
&#8220;@WEEEDITH: All I want is bitches big boooty bitches&#8221;,“@WEEEDITH: Todo lo que quiero son perras perras con grandes culos”,True,0.991838276386261,0.6675024032592773,0.037020206451416016,0.6304817199707031
&#8220;@_BeautifulKeezy: &#8220;@100046729: This bitch lying to me &#128514;&#128530;&#8221;&#128064;&#128064;&#128064;&#8221;messy yess,“@_BeautifulKeezy: “@100046729: Esta perra me miente 😂😒”👀👀👀”desordenado sí,True,0.9808411002159119,0.679213285446167,0.040979862213134766,0.6382327079772949
&#8220;@_BeautifulKeezy: Alyssa you ignoring me bitch but you better text me back cause I'm serious !&#8221;fuck u smokey,“@_BeautifulKeezy: Alyssa me estás ignorando perra ¡pero es mejor que me envíes un mensaje de texto porque hablo en serio!” ¡Vete a la mierda smokey!,True,0.997634768486023,0.6781401634216309,0.03898262977600098,0.6391568183898926
&#8220;@_BeautifulKeezy: im so winning. &#128525;&#128525;&#128525; http://t.co/Jf6U54CMW3&#8221;&#128514;&#128514;&#128514; bitch,“@_BeautifulKeezy: soy tan ganadora. 😍😍😍 http://t.co/Jf6U54CMW3”😂😂😂 perra,True,0.9012007117271423,0.6505672931671143,0.04548144340515137,0.6050851345062256
&#8220;@_BeautifulKeezy: these hoes be playing w/ me like I won't send baby Cain at they niggah !!&#8221;yesss messy.,“@_BeautifulKeezy: ¡¡Estas perras están jugando conmigo como si no fuera a enviar al bebé Cain a su niggah!!” Sí desordenado.,True,0.9206603765487671,0.712350606918335,0.041854143142700195,0.6704957485198975
&#8220;@_TheCrownedHead: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.,&quot;@_TheCrownedHead: ¿Qué pasa si les digo a todos que estoy tratando de aparecer para el clásico #bebedor de bayou 😈&quot; perra tienes la identificación.,True,0.8949653506278992,0.7503190040588379,0.037310123443603516,0.7130084037780762
&#8220;@__marshe: Niggas is hoes man I swear&#8221;,&quot;@__marshe: Niggas es azadas hombre lo juro&quot;,True,0.9544713497161865,0.6678376197814941,0.038771867752075195,0.6290650367736816
&#8220;@__nijel: This hoe Mimi said "I hurt my hand" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;,“@__nijel: Esta puta Mimi dijo &#39;me lastimé la mano&#39; 😑”😂😂😂 pégate la garganta 😂😂,True,0.9657431244850159,0.6968996524810791,0.04188179969787598,0.6550173759460449
&#8220;@_tellmeboutLOVE: Gave that bitch a bib since she wanna act messy&#8221;,“@_tellmeboutLOVE: Le di a esa perra un babero porque quiere actuar desordenadamente”,True,0.9705318808555603,1.299246072769165,0.038700103759765625,1.2605454921722412
&#8220;@_xCianna: I don't like Popeye's spicy chicken &#128545;&#8221; them bitches be on 10 boa you trippen,&quot;@_xCianna: no me gusta el pollo picante de Popeye 😡&quot; esas perras están en 10 boa que trippen,True,0.9322431087493896,0.6650855541229248,0.03928208351135254,0.625802755355835
&#8220;@_yeaimmaBOSS: &#8220;@100046729: I wonder if I @ oomf I be like I want fuck would I be wrong or &#128533;&#8221; you a be one brave as bitch&#128514;&#128514;&#8221;one day &#128553;&#128514;&#128514;,“@_yeaimmaBOSS: “@100046729: Me pregunto si yo @ oomf soy como quiero follar ¿me equivocaría o 😕” serás una perra valiente 😂😂” algún día 😩😂😂,True,0.9935048818588257,1.36326003074646,0.04940652847290039,1.313852310180664
&#8220;@bwanaaa_16: I like down bitches&#8221;,“@bwanaaa_16: Me gustan las perras”,True,0.9237629175186157,0.5962588787078857,0.0379946231842041,0.5582630634307861
&#8220;@comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes,“@comedianjayski: ¡La hora feliz es la mejor hora del día!” Los niggas no saben sobre las azadas de la hora feliz,True,0.8540533185005188,0.6990587711334229,0.03985118865966797,0.6592068672180176
&#8220;@concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!
Bravo!,“@concretesledge_: Gwyneth Paltrow perra con aspecto de pájaro grande y feo cállate la boca”. &lt;&lt;¡Eso es más o menos EN TU CARA! ¡Bravo!,True,0.9976955056190491,0.6450550556182861,0.039870262145996094,0.6051843166351318
&#8220;@daijahshardaee: I feel sorry for whoever using Alyssa number to play phone games &#128532;&#128080;&#8221; dumb ass hoes who ain't got a life,&quot;@daijahshardaee: lo siento por quien haya usado el número de Alyssa para jugar juegos telefónicos 😔👐&quot; putas tontas que no tienen vida,True,0.7492839694023132,0.698693037033081,0.03763151168823242,0.6610605716705322
&#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business,&quot;@dewayneee_: Esa vagina tan mojada que tiene que secarse afuera&quot; deja de decir mi negocio,True,0.9789385795593262,0.6290910243988037,0.038887977600097656,0.5902025699615479
&#8220;@drphilDONTEhue: Now ma'am ... &#8220;@_PettyCrocker: Every jawn on here been tryna have they pussy cop a feel on Donte's peen&#8221;&#8221;&#128563;,&quot;@drphilDONTEhue: Ahora señora... &quot;@_PettyCrocker: Todos los que están aquí han estado tratando de que su vagina toque el pene de Donté&quot;&quot;😳,True,0.793812096118927,0.6702277660369873,0.03934454917907715,0.630882740020752
&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu,&quot;@iDisrespectHoez: RT @GodOfMilfs: Las madres solteras tienen ese coño probado&quot; LOL fckd up pero truuu,True,0.9188314080238342,0.6325936317443848,0.03868222236633301,0.5939109325408936
